ID,n,Result vector,Average Runtime [ms],Epsilon,Number of unsatisfied clauses
53,20,"1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 ",89.87021999999999,0,0
530,20,"1 1 1 0 1 1 1 0 1 0 1 1 1 1 1 1 1 0 1 1 ",89.18168,0,0
531,20,"1 0 1 1 0 1 0 1 1 1 0 1 1 1 1 1 0 1 1 0 ",89.25104,0.02179570682346821,0
532,20,"1 1 1 0 1 1 1 0 1 1 1 0 0 1 1 1 0 0 0 1 ",86.52004,0,0
533,20,"1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 0 ",94.05413999999999,0,0
534,20,"1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 ",89.44194,0,0
535,20,"0 0 1 1 1 1 1 0 0 1 0 1 1 1 0 1 1 1 1 0 ",85.32957999999999,0,0
536,20,"1 0 1 0 1 0 1 1 1 1 0 1 1 1 1 1 1 0 0 0 ",84.13192000000001,0,0
537,20,"0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 ",83.7269,0,0
538,20,"0 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1 0 1 1 0 ",87.79874,0,0
539,20,"1 1 1 0 1 0 1 1 1 1 1 1 1 0 1 1 0 1 0 1 ",88.9551,0,0
54,20,"0 0 1 0 1 1 0 1 0 1 1 1 1 0 1 1 1 1 1 1 ",89.61764,0,0
540,20,"0 0 1 0 1 1 1 0 0 1 1 1 1 1 1 1 0 1 1 1 ",85.80216,0,0
541,20,"0 1 1 1 0 1 0 1 1 1 0 1 1 1 1 0 0 1 1 1 ",79.00306,0,0
542,20,"1 1 1 0 1 1 0 1 1 1 1 0 0 1 1 1 1 1 1 1 ",82.78062,0,0
543,20,"1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 0 ",84.93039999999999,0,0
544,20,"1 1 1 0 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1 0 ",81.85141999999999,0,0
545,20,"1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 1 1 1 1 0 ",93.87322,0,0
546,20,"0 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 0 1 1 0 ",89.73035999999999,0,0
547,20,"1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ",82.11644,0,0
548,20,"1 0 0 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 1 ",84.49274,0,0
